Sex,Length,Diameter,Height,Shell Mass,Visceral Fat Mass,Body Fat Mass,Age
M,1.775,1.3875,0.4375,12.303683,10.56018875,35.30930225,11
F,1.2875,1.0375,0.35,5.6699,4.309124,8.83086925,10
F,1.4125,1.1,0.3375,6.747181,4.91863825,11.1413535,9
I,0.5125,0.375,0.1375,0.340194,0.4252425,0.72291225,5
I,1.3625,1.0625,0.35,6.917278,6.5487345,8.6465975,10
M,1.4,1.0375,0.3625,5.8116475,5.34388075,12.190285,8
M,1.125,0.8375,0.3125,3.2601925,2.99087225,3.3735905,10
F,1.5375,1.1875,0.3625,9.07184,5.5281525,11.09882925,9
M,1.8125,1.4125,0.5375,16.44271,13.39513875,19.77377625,16
M,1.575,1.225,0.3875,8.1930055,6.973977,17.860185,9
M,1.675,1.275,0.4375,9.7805775,12.68640125,18.4555245,10
I,1.0125,0.75,0.2125,2.494756,1.43164975,4.252425,7
F,1.2875,0.9875,0.4125,9.08601475,4.819415,5.40057975,10
I,1.1375,0.8375,0.3375,3.01922175,2.82077525,7.767763,7
F,1.375,1.0875,0.425,7.93786,4.66349275,8.15048125,14
I,0.8375,0.6375,0.2,1.417475,1.00640725,2.2396105,5
M,1.675,1.275,0.45,11.15552825,8.43397625,26.251637,13
I,0.9375,0.6125,0.25,3.18931875,2.5798045,4.706017,6
M,1.175,0.9375,0.2875,4.252425,2.14038725,4.77689075,8
M,1.2125,0.9875,0.35,6.3786375,3.6003865,6.47786075,14
I,0.775,0.6,0.2625,2.3530085,1.8427175,3.345241,6
F,1.3125,1.0125,0.4,6.3786375,3.18931875,7.52679225,12
M,1.1125,0.85,0.3,3.685435,2.93417325,5.4714535,9
I,0.75,0.55,0.2,0.9922325,1.190679,1.34660125,5
M,1.6375,1.45,0.5125,17.0380495,9.68135425,27.1871705,17
M,1.6125,1.3,0.4375,11.3398,10.07824725,20.0997955,8
F,1.15,0.9125,0.2875,4.819415,2.3530085,4.6776675,14
I,0.8125,0.6,0.1875,1.417475,1.26155275,2.33883375,6
F,1.5,1.1875,0.3875,11.056305,5.386405,12.5021295,11
M,1.4625,1.175,0.4125,8.3631025,6.4920355,22.6796,10
I,1.1375,0.8875,0.2,3.5436875,2.82077525,6.13766675,9
M,1.3125,0.9125,0.425,7.824462,6.30776375,12.417081,10
M,1.2375,0.9875,0.3375,4.23825025,3.67126025,8.60407325,8
F,1.875,1.525,0.5875,17.349894,14.7133905,34.926584,14
I,0.5875,0.4375,0.1375,0.510291,0.35436875,0.7654365,6
M,1.3625,1.125,0.375,7.44174375,4.252425,10.9712565,11
M,1.25,0.975,0.325,5.10291,4.762716,7.7961125,11
I,0.1875,0.1375,0.025,0.04252425,0.01417475,0.0283495,1
M,1.4,1.15,0.5875,8.6465975,4.4508715,9.42620875,12
F,0.925,0.6875,0.2,1.984465,1.77184375,2.6365035,8
I,1.3375,1.1375,0.35,6.917278,5.00368675,15.025235,9
M,1.6375,1.3,0.4125,11.4815475,8.2497045,16.612807,9
M,0.9875,0.7375,0.2875,3.13261975,1.68679525,3.41611475,12
I,1.4625,1.05,0.3625,6.23689,3.81300775,8.20718025,9
I,1.025,0.8125,0.275,2.8632995,2.1262125,3.75630875,8
M,1.3125,1.0625,0.3125,5.5281525,4.83358975,11.43902325,8
F,1.5625,1.25,0.375,8.6465975,6.33611325,9.76640275,15
F,1.375,1.0625,0.3125,6.0951425,4.5075705,15.52135125,8
I,0.6,0.45,0.1375,0.510291,0.3685435,0.66621325,4
M,1.4375,1.175,0.4125,9.922325,5.0745605,8.278054,16
M,1,0.7625,0.325,2.9766975,1.91359125,2.721552,9
F,1.5625,1.1875,0.325,6.80388,5.03203625,9.05766525,13
F,1.375,1.125,0.375,7.83863675,4.97533725,10.262519,10
F,1.4625,1.05,0.3875,8.15048125,6.10931725,12.530479,13
F,1.2625,1,0.4125,7.087375,4.3941725,7.58349125,9
I,0.95,0.6875,0.275,2.14038725,1.51669825,3.118445,6
I,0.6375,0.4625,0.15,0.7087375,0.5953395,1.1056305,6
M,1.325,1.0375,0.325,7.5126175,5.51397775,7.7961125,20
M,0.525,0.375,0.125,0.283495,0.24097075,0.43941725,3
F,1.5,1.2,0.425,8.88756825,6.90310325,12.96989625,10
F,1.1125,0.8125,0.3125,3.96893,3.18931875,5.06038575,9
I,1.1625,0.925,0.2875,4.0539785,2.778251,7.3992195,7
I,1.3125,0.9375,0.3,5.386405,3.231843,8.63242275,9
I,0.575,0.425,0.125,0.453592,0.3685435,0.737087,5
I,1.4,1.1,0.35,6.9456275,3.9405805,11.396499,10
I,1.3875,1.075,0.3875,7.93786,4.06815325,8.88756825,10
M,1.0125,0.7625,0.2125,2.4097075,1.68679525,3.24601775,8
F,1.1,0.8875,0.2875,3.7137845,2.62232875,4.49339575,11
M,1.8,1.4125,0.5,14.004653,10.2908685,28.8314415,12
M,1.4,1.1375,0.3875,6.87475375,5.386405,9.63883,11
M,1.425,1.125,0.3375,7.087375,5.783298,15.478827,9
F,0.9,0.675,0.225,1.5592225,1.09145575,2.39553275,5
M,1.15,0.8875,0.35,4.932813,3.2601925,5.8683465,10
F,1.3,1.0125,0.3125,5.953395,4.91863825,6.84640425,12
F,1.6,1.2625,0.475,10.3475675,8.80251975,12.57300325,14
F,1.1375,0.875,0.35,3.8271825,3.58621175,6.2652395,10
F,1.375,1.0625,0.35,6.19436575,5.51397775,13.87708025,7
M,1.7125,1.375,0.5,13.891255,10.9712565,23.0481435,11
I,0.9875,0.725,0.2375,2.324659,2.26796,3.912231,7
M,1.6625,1.3375,0.4875,13.60776,10.999606,16.31513725,14
M,1.1,0.85,0.2625,4.6776675,2.70737725,3.69960975,10
M,1.4875,1.2,0.4125,11.623295,8.0229085,13.70698325,17
I,0.8125,0.625,0.2,1.3891255,0.97805775,2.16873675,7
M,1.6375,1.35,0.5375,16.5844575,9.2702865,21.04950375,22
M,1.575,1.2125,0.3625,9.53960675,5.06038575,14.35902175,12
I,1.4625,1.125,0.3375,7.37087,5.3013565,10.75863525,9
M,1.375,1.0625,0.4,13.60776,3.9405805,8.17883075,20
I,0.4625,0.3375,0.1125,0.283495,0.18427175,0.3118445,4
F,1.225,0.95,0.325,4.6776675,3.84135725,6.4920355,12
F,1.7625,1.35,0.5125,13.0691195,11.8217415,23.43086175,9
M,1.4375,1.1375,0.4125,7.597666,5.11708475,10.67358675,8
F,1.4125,1.2,0.4375,7.7961125,6.0951425,11.01378075,18
F,1.4625,1.175,0.425,10.149121,6.59125875,11.26892625,20
M,1.6625,1.35,0.4375,11.7650425,7.200773,14.04717725,17
M,1.375,1.075,0.375,7.030676,5.40057975,11.7083435,9
M,1.45,1.1125,0.4,7.654365,5.6982495,13.891255,9
F,1.7625,1.3625,0.425,7.5126175,12.94154675,18.24290325,11
I,1.3,0.95,0.325,4.35164825,3.458639,6.73300625,8
I,1.4125,1.075,0.3125,5.953395,3.9405805,7.98038425,9
M,1.425,1.0875,0.3625,7.7961125,6.67630725,11.12717875,10
I,1.125,0.8875,0.275,3.96893,1.8994165,5.499803,8
M,0.8875,0.725,0.225,2.551455,2.438057,3.798833,9
F,1.45,1.15,0.3375,7.7961125,5.896696,11.41067375,8
I,0.425,0.3125,0.1375,0.226796,0.15592225,0.2551455,6
M,1.5375,1.175,0.4125,9.63883,6.22271525,12.65805175,10
F,1.5625,1.2375,0.4,9.922325,5.443104,17.95940825,13
I,1.175,0.875,0.325,4.1106775,2.8066005,5.23048275,11
M,1.6375,1.3,0.45,10.0640725,10.20582,20.36911575,11
M,1.4125,1.075,0.325,6.0384435,5.34388075,9.90815025,9
I,1.4375,1.1,0.3125,5.57067675,4.86193925,12.91319725,9
M,1.6125,1.25,0.475,11.1980525,7.881161,14.855138,17
M,0.875,0.6625,0.225,1.984465,1.37495075,2.82077525,7
I,1.1,0.875,0.3,3.2601925,2.73572675,4.03980375,9
M,1.55,1.2,0.3875,9.00096625,10.602713,14.9401865,11
I,1.1,0.825,0.275,3.40194,2.381358,4.37999775,7
M,1.575,1.2875,0.4125,12.757275,9.8939755,13.834556,20
M,1.6,1.2375,0.4125,7.540967,8.278054,19.220961,11
F,1.5625,1.25,0.4125,8.9300925,8.60407325,16.2442635,9
I,0.6375,0.4625,0.15,0.6520385,0.5953395,1.03475675,5
M,1.8,1.375,0.5125,11.453198,14.8834875,31.34037225,10
F,1.5375,1.2,0.4,9.355335,7.35669525,16.5844575,8
I,1.1875,0.9125,0.3125,4.876114,3.35941575,6.4920355,9
M,1.425,1.15,0.3875,7.5126175,5.8116475,12.870673,11
F,0.8375,0.55,0.175,1.417475,1.03475675,2.154562,6
F,1.475,1.175,0.425,7.087375,5.40057975,10.0640725,11
I,0.8375,0.65,0.25,1.984465,1.65844575,2.22543575,8
I,0.9625,0.7,0.225,1.85689225,1.190679,2.90582375,5
M,1.5,1.175,0.4375,8.9300925,7.0023265,13.79203175,15
F,1.225,0.95,0.3125,4.932813,3.04757125,6.9456275,10
M,1.6125,1.2125,0.5375,18.0019325,7.41339425,15.478827,16
I,0.9875,0.7375,0.25,2.4097075,0.92135875,3.798833,10
I,1.0375,0.7625,0.3,2.28213475,2.154562,4.6776675,7
I,1.3,1.0625,0.425,5.5281525,4.932813,7.93786,10
M,1.125,0.8,0.25,3.2601925,2.1262125,4.83358975,9
M,1.65,1.2625,0.475,5.046211,8.0796075,19.20678625,11
M,0.9375,0.7625,0.225,2.6932025,1.60174675,3.95475525,5
I,1.25,0.925,0.3,4.309124,3.01922175,7.0590255,8
M,1.475,1.1875,0.4,7.654365,5.216308,10.81533425,19
M,1.525,0.9125,0.3875,7.654365,7.0590255,13.834556,9
F,1.65,1.325,0.425,12.47378,7.44174375,14.7133905,13
I,0.65,0.5,0.175,0.850485,0.56699,1.0489315,6
F,1.4375,1.1125,0.3375,7.37087,5.76912325,10.8011595,11
F,1.125,0.875,0.3625,4.9611625,3.4869885,5.00368675,13
M,1.3375,1.0125,0.4625,8.221355,4.89028875,9.00096625,16
I,0.75,0.5375,0.125,1.190679,0.63786375,1.360776,4
M,1.575,1.2,0.375,9.17106325,7.030676,14.69921575,8
F,1.2875,0.9875,0.3375,4.592619,3.742134,5.71242425,9
F,1.45,1.1375,0.3,7.5126175,7.75358825,13.5794105,10
M,1.4125,1.0875,0.4625,11.056305,3.855532,9.3269855,13
M,1.2125,0.925,0.325,4.40834725,2.9766975,7.04485075,6
F,1.375,0.95,0.4125,9.48290775,8.334753,15.3937785,10
I,1.2875,1,0.3375,5.25883225,3.44446425,8.66077225,9
I,1.2,0.875,0.25,3.572037,3.61456125,6.70465675,7
M,1.25,0.975,0.3375,4.43669675,4.35164825,8.91591775,6
F,1.625,1.2625,0.4125,12.190285,7.9662095,16.23008875,11
F,1.45,1.2,0.45,10.5176645,7.654365,14.01882775,8
M,1.4125,1.0875,0.375,5.839997,5.17378375,16.42853525,8
F,1.4375,1.125,0.4,9.355335,6.5487345,8.88756825,12
I,1.4,1.0625,0.3375,6.690482,5.2446575,10.53183925,9
M,1.75,1.375,0.5,12.48795475,8.674947,19.6462035,13
M,1.1875,0.925,0.3125,5.2446575,4.89028875,7.540967,10
M,1.425,1.125,0.3875,9.7238785,5.953395,14.5432935,10
F,1.5125,1.2625,0.45,12.2186345,7.484268,20.65261075,11
F,1.45,1.125,0.4625,8.0796075,7.711064,11.18387775,11
M,1.6375,1.35,0.4125,11.90679,6.76135575,19.71707725,11
F,1.55,1.2375,0.425,9.63883,6.0384435,10.546014,11
F,1.6125,1.2875,0.375,10.9145575,5.82582225,14.5999925,10
M,0.9625,0.775,0.25,2.83495,2.1262125,3.01922175,11
F,1.3375,1.025,0.325,5.88252125,4.082328,9.4970825,9
M,1.525,1.175,0.4125,7.5693165,6.860579,14.118051,9
M,1.55,1.1625,0.3625,7.881161,6.08096775,10.6310625,10
F,1.35,1.0625,0.4,8.3631025,5.68407475,10.41844125,9
F,1.4375,1.15,0.3625,7.5126175,6.4920355,13.210867,7
M,1.475,1.175,0.4,8.7599955,6.87475375,13.5794105,8
F,1.7625,1.375,0.425,8.5331995,6.690482,18.12950525,9
M,1.25,0.925,0.375,8.391452,6.3219385,14.004653,9
F,1.3,1.025,0.4,6.3786375,4.3374735,8.06543275,10
I,1.2375,0.975,0.3125,5.6699,4.592619,8.051258,11
I,1.1,0.85,0.2625,3.5436875,2.2963095,3.4869885,8
M,1.325,1.0875,0.3375,6.23689,3.72795925,9.28446125,12
M,1.125,0.8625,0.2625,3.8271825,3.18931875,5.10291,7
M,1.3375,1.0125,0.35,5.3580555,4.86193925,11.396499,7
M,1.6125,1.2375,0.4625,12.8990225,7.89533575,14.92601175,15
I,1.05,0.7875,0.275,2.87747425,2.3530085,5.25883225,8
M,1.7875,1.4125,0.4375,11.72251825,11.86426575,21.67319275,10
I,1.3125,1.0125,0.3125,4.762716,4.26659975,8.46232575,10
M,1.775,1.4,0.55,16.045817,12.870673,26.12406425,11
F,1.675,1.2625,0.4375,10.61688775,7.6827145,12.40290625,10
F,1.4125,1.1125,0.3125,6.520385,5.06038575,8.88756825,11
F,1.525,1.2375,0.4,10.886208,5.613201,13.2959155,11
F,1.5125,1.125,0.4125,10.9145575,5.726599,10.1207715,13
M,0.8625,0.6625,0.225,1.37495075,1.0489315,1.74349425,10
F,2.0375,1.625,0.625,22.60872625,11.90679,25.24522975,14
I,1.4625,1.15,0.3625,8.3631025,4.7343665,9.6104805,10
I,0.5875,0.4375,0.1,0.56699,0.4252425,0.94970825,5
F,1.8,1.4375,0.4875,16.5844575,10.829509,30.46153775,10
M,1.6625,1.3125,0.4,9.63883,7.9095105,17.8318355,8
M,1.3625,1.05,0.3125,8.6465975,4.932813,10.0073735,13
I,1.2125,0.925,0.2875,3.628736,3.78465825,10.77281,7
M,1.5875,1.275,0.525,16.44271,8.03708325,18.52639825,15
F,1.7,1.2625,0.425,10.0640725,8.4198015,18.6256215,12
I,1.2,0.95,0.3125,4.72019175,3.07592075,9.62465525,8
M,1.2625,0.9625,0.275,5.2446575,4.252425,9.02931575,9
F,1.25,1,0.3125,6.23689,3.72795925,7.3992195,10
M,1.6375,1.2875,0.5,13.891255,9.56795625,12.5588285,16
F,1.2625,0.975,0.4,4.63514325,5.74077375,7.01650125,9
M,1.075,0.875,0.275,3.8271825,2.2963095,4.74854125,10
I,1.2875,1,0.3125,4.819415,3.52951275,7.087375,7
M,1.6125,1.2125,0.3875,10.77281,8.845044,16.76872925,18
F,1.1625,0.975,0.275,6.3786375,4.4508715,5.14543425,13
F,1.025,0.8,0.2875,2.79242575,2.84912475,4.6776675,11
M,1.425,1.05,0.3875,9.63883,5.4714535,10.6877615,13
I,0.85,0.6375,0.1875,1.48834875,1.13398,2.11203775,6
F,1.0375,0.85,0.325,3.40194,2.50893075,4.139027,10
M,1.6125,1.275,0.4125,12.88484775,7.12989925,16.31513725,11
M,1.325,1.025,0.3125,6.0951425,4.9044635,9.808927,9
F,1.4,1.0625,0.3125,9.4970825,6.0384435,10.2341695,9
M,1.575,1.2,0.375,8.788345,6.87475375,18.72484475,11
I,1.3,0.975,0.35,7.37087,4.082328,6.84640425,19
M,1.45,1.125,0.4375,9.07184,5.7549485,12.0485375,13
F,1.4875,1.2,0.5,9.63883,5.76912325,10.149121,15
M,1.525,1.15,0.4,7.7961125,5.5848515,14.004653,10
I,1.3625,1.0125,0.3375,5.2446575,3.35941575,7.654365,8
F,1.375,1.0375,0.45,8.8166945,8.5331995,14.231449,9
F,0.925,0.725,0.2875,2.1262125,1.6159215,3.1467945,9
M,1.4875,1.2125,0.375,7.824462,6.5487345,15.03940975,8
I,1.575,1.2625,0.45,8.9300925,8.3631025,17.08057375,11
M,1.525,1.2,0.425,9.8372765,8.221355,12.94154675,10
M,1.325,1.0625,0.3875,7.35669525,4.8477645,8.7032965,9
M,0.875,0.6625,0.225,2.1829115,1.03475675,2.0695135,7
M,0.6875,0.5,0.2,0.850485,0.680388,1.0489315,5
I,1.25,0.9375,0.3125,4.4508715,3.515338,7.3425205,7
F,1.3,0.9875,0.45,6.9456275,3.118445,4.479221,22
I,1.25,0.9875,0.3,5.06038575,3.07592075,6.13766675,9
F,1.5,1.25,0.425,9.4970825,7.5693165,12.48795475,11
I,0.5875,0.4,0.1,0.4252425,0.510291,0.52446575,5
I,1.3125,1,0.35,5.953395,3.061746,7.38504475,9
M,1.3,1.025,0.2875,7.37087,4.4508715,7.4559185,11
I,0.875,0.6375,0.225,1.48834875,0.86465975,2.42388225,8
M,1.175,0.95,0.3625,5.2446575,4.082328,6.76135575,8
M,1.5,1.1625,0.4125,7.1157245,6.25106475,14.10387625,9
F,0.8625,0.6375,0.25,1.70097,1.4458245,2.0128145,9
I,1.4375,1.1,0.375,6.7755305,6.0951425,13.777857,8
I,1.0625,0.85,0.2625,2.494756,2.56562975,5.71242425,6
M,1.1375,0.8875,0.3375,4.762716,2.65067825,5.28718175,13
I,1.325,1.075,0.4,6.80388,3.61456125,9.1001895,9
F,1.65,1.2625,0.475,10.61688775,9.56795625,17.73261225,9
I,1.125,0.875,0.325,3.98310475,3.98310475,6.9456275,8
F,1.425,1.1625,0.45,8.3631025,7.8528115,11.4815475,16
F,1.8,1.475,0.5125,13.60776,11.97766375,21.98503725,11
M,1.1875,0.925,0.3125,4.025629,3.855532,9.8372765,8
I,1.25,0.9375,0.35,4.7910655,3.8271825,6.73300625,9
I,1.575,1.225,0.425,8.788345,6.010094,15.63474925,11
M,1.1375,0.8875,0.325,4.9611625,3.61456125,5.6699,11
F,1.625,1.2625,0.4375,11.056305,7.427569,14.47241975,10
M,1.6125,1.225,0.4,8.97261675,9.48290775,15.18115725,9
I,1.5875,1.2625,0.475,12.3320325,7.144074,16.45688475,17
M,1.625,1.2125,0.35,6.0951425,6.90310325,13.4660125,8
F,1.775,1.425,0.4875,13.60776,13.96212875,28.13687875,12
F,1.5125,1.2875,0.425,9.39785925,8.34892775,17.0097,9
M,1.5625,1.225,0.4625,9.752228,7.18659825,14.95436125,11
M,1.5625,1.25,0.4875,10.489315,6.19436575,16.65533125,17
F,1.875,1.5375,0.5125,20.581737,11.9918385,23.2749395,12
I,1.0875,0.8375,0.275,2.73572675,2.19708625,3.84135725,7
F,1.5375,1.1625,0.375,6.84640425,5.17378375,13.08329425,9
M,1.2625,0.9875,0.3375,5.2446575,3.72795925,8.164656,12
M,1.45,1.1625,0.3625,7.5126175,4.69184225,12.48795475,11
F,1.7,1.425,0.5125,18.427175,11.566596,17.7184375,20
M,1.375,1.0625,0.375,6.13766675,5.00368675,11.6516445,10
M,1.2625,1,0.3125,7.2291225,4.5075705,7.75358825,13
F,1.1875,0.9,0.3,3.6003865,3.118445,9.19941275,6
I,1.3125,1,0.325,4.819415,3.52951275,9.2135875,8
F,1.475,1.1,0.35,8.29222875,5.96756975,13.53688625,9
M,1.425,1.1,0.3875,7.654365,6.56290925,13.53688625,13
I,1.55,1.2125,0.45,8.9300925,7.257472,13.99047825,12
F,1.45,1.1875,0.3375,7.7961125,4.6776675,11.0846545,14
M,1.5375,1.2625,0.475,10.3475675,8.29222875,19.03668925,8
M,1.35,1.1375,0.35,7.6260155,7.2291225,11.8784405,10
M,1.6,1.325,0.4125,9.922325,8.50485,13.50853675,11
F,1.55,1.2,0.4375,8.50485,6.30776375,13.154168,9
I,1.1375,0.925,0.275,3.572037,3.50116325,6.76135575,8
M,1.05,0.8125,0.2875,3.21766825,1.6159215,2.83495,15
I,1.2875,0.875,0.2625,3.61456125,3.4869885,6.0384435,10
I,1.125,0.825,0.2625,2.76407625,2.22543575,5.28718175,7
I,1.1375,0.875,0.325,4.252425,2.11203775,6.0951425,9
F,1.2625,0.9625,0.2875,5.953395,3.04757125,6.8889285,11
F,1.5125,1.2375,0.425,11.056305,6.98815175,14.968536,14
I,1.15,0.9,0.25,3.2601925,2.6365035,6.59125875,7
M,1.575,1.275,0.575,16.159215,7.98038425,15.97494325,17
I,1.075,0.8125,0.25,2.9766975,2.33883375,4.46504625,7
M,1.425,1.0875,0.3125,7.7961125,5.20213325,10.8578585,9
M,1.125,0.8875,0.3,4.1106775,2.16873675,4.1673765,9
M,1.525,1.2,0.35,7.654365,7.41339425,12.40290625,8
F,1.6125,1.375,0.4375,9.355335,8.63242275,16.159215,14
I,1.35,1.0625,0.325,6.3786375,4.7910655,8.37727725,10
M,1.4625,1.125,0.4375,9.4970825,7.427569,13.96212875,11
M,1.675,1.3125,0.45,12.190285,10.33339275,22.69377475,10
F,1.525,1.2125,0.425,8.6465975,6.4920355,14.52911875,11
F,1.5875,1.2625,0.3875,9.7805775,8.901743,16.839603,11
I,0.575,0.4125,0.15,1.020582,0.41106775,0.5386405,4
M,1.625,1.3,0.4875,13.324265,12.47378,19.6462035,15
I,1,0.725,0.25,2.16873675,1.71514475,3.41611475,5
M,1.5625,1.2,0.3625,9.2702865,6.93145275,13.16834275,10
F,1.45,1.1625,0.3625,7.087375,6.10931725,13.324265,11
F,1.1875,0.95,0.35,5.54232725,3.72795925,8.97261675,7
M,1.8,1.4125,0.3625,7.61184075,5.51397775,19.5895045,8
F,1.7125,1.35,0.5375,13.42348825,10.36174225,18.824068,14
M,1.4,1.075,0.3875,6.4920355,4.876114,11.3398,8
M,0.825,0.6375,0.2375,1.70097,1.2757275,2.08368825,7
M,1.1,0.8375,0.275,3.458639,2.721552,4.4508715,9
M,1.4,1.0625,0.3375,5.59902625,5.71242425,14.4298955,9
M,1.5,1.1625,0.5,10.1207715,5.62737575,18.15785475,9
I,1.05,0.8125,0.2875,2.9766975,1.814368,4.60679375,8
I,1.125,0.8875,0.3,4.53592,1.88524175,3.24601775,19
I,1.275,0.9875,0.325,4.592619,4.0539785,7.9662095,7
M,1.575,1.2375,0.4,8.9300925,6.2652395,14.0897015,12
M,1.9125,1.4625,0.45,15.12445825,14.514944,31.978236,12
F,1.475,1.1375,0.3625,7.087375,6.93145275,14.61416725,8
M,1.525,1.175,0.4,8.34892775,6.64795775,12.7289255,9
I,0.7125,0.525,0.1375,0.94970825,0.4819415,1.17650425,5
I,0.6375,0.475,0.175,0.8788345,0.453592,0.793786,5
F,1.3625,1.0125,0.4375,10.77281,5.8683465,7.32834575,18
M,1.35,1.0125,0.3125,5.726599,5.42892925,13.65028425,9
M,1.65,1.2875,0.3875,9.4970825,10.07824725,20.00057225,10
F,1.775,1.3625,0.4375,13.4660125,12.94154675,24.73493875,11
I,0.9125,0.6875,0.2125,2.1262125,1.06310625,2.778251,7
M,1.625,1.3125,0.475,11.3398,8.391452,16.93882625,11
F,1.5625,1.175,0.3625,7.5126175,5.6699,13.4660125,11
M,1.6125,1.2625,0.4625,11.793392,11.07047975,16.782904,10
F,1.6625,1.3375,0.475,13.4660125,7.98038425,16.37183625,17
M,1.3875,1.0625,0.375,5.57067675,5.23048275,13.11164375,9
I,0.9875,0.8,0.25,2.551455,1.51669825,4.2240755,8
M,1.75,1.3875,0.5,16.8679525,10.39009175,20.695135,11
F,1.0875,0.875,0.275,3.5436875,2.84912475,4.0539785,13
M,1.4375,1.175,0.375,7.824462,5.556502,12.77144975,9
M,1.3875,1.05,0.3625,7.087375,7.29999625,8.71747125,14
M,1.3125,0.9875,0.4125,8.0796075,3.98310475,8.0796075,19
M,1.5,1.175,0.3875,9.2135875,5.556502,12.40290625,20
M,1.45,1.1875,0.375,9.922325,6.13766675,10.9145575,11
M,1.5625,1.2875,0.425,10.2341695,8.51902475,16.23008875,9
M,1.2,0.9625,0.3625,4.46504625,3.98310475,8.29222875,6
F,1.5875,1.3375,0.475,11.056305,7.01650125,16.329312,14
M,1.4125,1.1375,0.375,6.520385,6.78970525,12.94154675,9
F,1.6,1.35,0.4375,13.4660125,7.6827145,17.7751365,18
M,1.5625,1.225,0.4375,11.4815475,7.6827145,16.17338975,10
M,1.175,0.9,0.3375,4.6776675,3.2601925,4.72019175,10
F,1.425,1.125,0.45,7.2291225,6.1518415,11.38232425,9
I,0.8,0.6,0.225,1.20485375,0.75126175,1.984465,5
I,0.5125,0.375,0.1625,0.3685435,0.3118445,0.56699,4
F,1.45,1.1375,0.425,8.0796075,6.05261825,10.602713,13
M,1.6,1.2875,0.45,10.44679075,8.29222875,15.52135125,10
M,1.6625,1.3375,0.3875,13.7495075,7.27164675,16.896302,14
F,1.75,1.4375,0.425,11.90679,8.901743,14.44407025,14
F,0.95,0.7625,0.2375,2.551455,1.48834875,3.55786225,8
I,0.4,0.275,0.0625,0.170097,0.1417475,0.21262125,4
F,1.625,1.4125,0.5,12.190285,10.4042665,21.3471735,12
I,1.2875,1.05,0.3375,5.8116475,4.082328,9.5537815,13
M,0.9625,0.7375,0.2375,2.551455,2.664853,4.1673765,7
F,1.4625,1.05,0.3875,9.07184,6.30776375,12.3887315,11
I,0.5875,0.4375,0.1625,0.5386405,0.56699,0.58116475,6
I,0.675,0.475,0.15,0.850485,0.4819415,1.26155275,5
I,1.375,1.075,0.3625,6.3219385,4.8477645,10.61688775,11
I,0.6,0.4625,0.175,0.7087375,0.510291,0.737087,6
F,1.8,1.4375,0.425,14.458245,11.0279555,25.8830935,13
I,1.2625,0.8875,0.3125,5.2446575,3.41611475,7.087375,8
I,1.45,1.1125,0.3125,6.6621325,3.98310475,8.5898985,9
F,1.4,1.125,0.4,8.50485,7.597666,12.1619355,10
M,0.5125,0.3875,0.1125,0.43941725,0.15592225,0.4819415,7
F,1.025,0.7875,0.275,2.6932025,1.85689225,3.55786225,10
M,1.3,0.9875,0.3125,4.819415,3.58621175,7.27164675,10
M,1.5,1.15,0.425,9.3269855,9.5537815,12.927372,11
I,1.1875,0.9,0.275,4.1106775,2.73572675,5.0178615,9
F,1.4875,1.125,0.375,7.087375,6.25106475,16.62698175,11
F,1.5875,1.275,0.4625,11.63746975,8.3631025,14.911837,12
M,1.45,1.075,0.3125,3.4302895,5.88252125,12.643877,10
I,1.5125,1.2375,0.3625,10.20582,6.39281225,10.4609655,12
I,1.5625,1.2125,0.4,9.39785925,7.2858215,14.89766225,11
M,1.3875,1.125,0.3625,8.0796075,6.973977,11.3398,11
F,1.725,1.375,0.5,13.04077,10.41844125,19.4761065,12
I,1.3,1.0375,0.35,4.8477645,3.98310475,8.34892775,8
I,1.25,0.95,0.3375,4.43669675,2.948348,8.34892775,9
F,1.575,1.1875,0.4375,13.891255,9.59630575,11.77921725,14
I,1.175,0.925,0.275,4.6209685,3.2601925,7.087375,8
I,1.0875,0.75,0.3,4.66349275,3.9405805,7.3425205,8
F,1.575,1.2,0.4125,11.01378075,7.8528115,15.60639975,10
M,1.475,1.1875,0.3875,7.93786,4.932813,10.092422,13
I,0.825,0.6375,0.2375,1.70097,0.72291225,1.871067,6
F,1.3625,1.1,0.3375,6.73300625,5.71242425,12.1619355,10
M,0.775,0.5625,0.2,1.417475,0.680388,1.530873,7
M,1.6625,1.2875,0.4125,9.76640275,8.561549,17.6050395,8
F,1.375,1.1625,0.375,5.386405,5.499803,10.13494625,14
F,1.625,1.25,0.425,9.17106325,9.015141,19.674553,11
M,0.75,0.6,0.225,1.417475,1.1056305,2.05533875,6
I,1.2125,0.9375,0.3125,4.32329875,3.81300775,7.10154975,8
F,1.5625,1.2,0.5,10.0640725,8.66077225,17.22232125,9
M,1.4125,1.1,0.4375,10.6310625,5.6699,11.1413535,20
M,1.425,1.1,0.4375,8.0229085,6.47786075,10.78698475,9
F,1.6375,1.275,0.4375,11.4248485,9.53960675,24.13959925,10
F,1.4625,1.0375,0.3875,5.5281525,4.139027,8.50485,12
I,0.975,0.7,0.225,2.2396105,0.963883,2.39553275,8
I,1.55,1.175,0.3875,8.051258,4.8477645,12.6722265,11
M,1.2125,0.9,0.325,4.53592,2.721552,7.35669525,10
M,1.4875,1.25,0.4125,7.7961125,7.93786,11.396499,11
M,1.325,1.025,0.4125,8.788345,4.819415,5.3580555,11
